day
0,0,0,15,7,15,0,1410
0,0,7,15,1,15,0,1410
0,1,0,15,7,15,0,1409
0,1,5,15,3,15,0,1409
0,2,0,15,7,15,0,1408
0,2,3,15,7,15,0,1408
0,2,4,15,1,15,0,1408
0,3,0,15,7,15,0,1407
0,3,2,15,1,15,0,1407
0,3,3,15,5,15,0,1407
0,3,5,15,3,15,0,1407
0,4,0,15,7,15,0,1406
0,4,5,15,2,15,0,1406
0,5,0,15,7,15,0,1405
0,5,3,15,1,15,0,1405
0,6,0,15,4,15,0,1404
0,6,0,15,7,15,0,1404
0,6,2,15,5,15,0,1404
0,6,3,15,5,15,0,1404
0,6,3,15,7,15,0,1404
0,6,5,15,3,15,0,1404
0,6,5,15,7,15,0,1404
0,7,0,15,7,15,0,1403
0,7,0,15,7,15,0,1403
0,8,0,15,2,15,0,1402
0,8,0,15,7,15,0,1402
0,8,0,15,7,15,0,1402
0,8,2,15,3,15,0,1402
0,9,0,15,7,15,0,1401
0,9,5,15,1,15,0,1401
0,9,5,15,3,15,0,1401
0,10,0,15,3,15,0,1400
0,10,0,15,7,15,0,1400
0,10,4,15,7,15,0,1400
0,11,0,15,7,15,0,1399
0,11,2,15,5,15,0,1399
0,11,3,15,4,15,0,1399
0,11,5,15,1,15,0,1399
0,12,0,15,7,15,0,1398
0,12,0,15,7,15,0,1398
0,12,3,15,4,15,0,1398
0,12,5,15,1,15,0,1398
0,12,5,15,7,15,0,1398
0,13,0,15,7,15,0,1397
0,13,3,15,7,15,0,1397
0,13,5,15,1,15,0,1397
0,14,0,15,7,15,0,1396
0,14,7,15,1,15,0,1396
0,14,7,15,5,15,0,1396
0,15,0,15,7,15,0,1395
0,15,7,15,1,15,0,1395
0,15,7,15,3,15,0,1395
0,16,0,15,7,15,0,1394
0,16,3,15,1,15,0,1394
0,16,5,15,1,15,0,1394
0,17,0,15,7,15,0,1393
0,17,0,15,7,15,0,1393
0,17,3,15,5,15,0,1393
0,17,4,15,7,15,0,1393
0,17,6,15,7,15,0,1393
0,17,7,15,2,15,0,1393
0,17,7,15,5,15,0,1393
0,18,0,15,5,15,0,1392
0,18,0,15,7,15,0,1392
0,18,7,15,3,15,0,1392
0,19,0,15,7,15,0,1391
0,19,3,15,1,15,0,1391
0,19,5,15,3,15,0,1391
0,20,0,15,7,15,0,1390
0,20,0,15,7,15,0,1390
0,20,3,15,7,15,0,1390
0,21,0,15,7,15,0,1389
0,21,5,15,1,15,0,1389
0,22,0,15,7,15,0,1388
0,22,0,15,7,15,0,1388
0,22,5,15,2,15,0,1388
0,23,0,15,7,15,0,1387
0,23,3,15,7,15,0,1387
0,23,5,15,1,15,0,1387
0,24,0,15,7,15,0,1386
0,24,3,15,7,15,0,1386
0,24,7,15,1,15,0,1386
0,24,7,15,2,15,0,1386
0,25,0,15,7,15,0,1385
0,25,0,15,7,15,0,1385
0,25,4,15,1,15,0,1385
0,26,0,15,7,15,0,1384
0,26,0,15,7,15,0,1384
0,26,7,15,2,15,0,1384
0,27,0,15,7,15,0,1383
0,27,3,15,1,15,0,1383
